0,1
burdening,negative
burdens,negative
burdensome,negative
can't stand,negative
cancel,negative
cancelled,negative
cancer,negative
careless,negative
carelessly,negative
carelessness,negative
carelessnesses,negative
casualty,negative
catastrophe,negative
catastrophic,negative
censor,negative
censors,negative
certainty,negative
chagrin,negative
chagrined,negative
champed,negative
champy,negative
chance,negative
chaos,negative
chaotic,negative
charges,negative
charmless,negative
chastise,negative
chastised,negative
chastises,negative
chastising,negative
cheat,negative
cheated,negative
cheater,negative
cheaters,negative
cheating,negative
cheats,negative
cheerless,negative
cheerlessness,negative
childish,negative
choke,negative
choked,negative
chokes,negative
choking,negative
chucklehead,negative
chuckleheaded,negative
chuckleheads,negative
cleverish,negative
clueless,negative
cocksucker,negative
cocksuckers,negative
coerced,negative
collapse,negative
collapsed,negative
collapses,negative
collapsing,negative
collides,negative
collision,negative
collisions,negative
colluding,negative
combat,negative
comfortless,negative
compassionless,negative
complain,negative
complainants,negative
complained,negative
complainer,negative
complainers,negative
complainingly,negative
complains,negative
complaint,negative
complaints,negative
comprehensive,negative
conciliate,negative
condemn,negative
condemnation,negative
condemned,negative
condemns,negative
conflict,negative
conflicting,negative
conflictive,negative
conflicts,negative
confrontation,negative
confrontational,negative
confrontationist,negative
confrontationists,negative
confrontations,negative
confronters,negative
confused,negative
confusedness,negative
confuses,negative
confusingly,negative
confusion,negative
confusional,negative
consents,negative
conspiracy,negative
contagion,negative
contagions,negative
contagious,negative
contempt,negative
contemptibilities,negative
contemptible,negative
contemptibleness,negative
contemptibly,negative
contempts,negative
contemptuous,negative
contemptuously,negative
contemptuousness,negative
contentious,negative
contradict,negative
contradictable,negative
contradicted,negative
contradicting,negative
contradiction,negative
contradictions,negative
contradictious,negative
contradictor,negative
contradictoriness,negative
contradictors,negative
contradictory,negative
contradicts,negative
controversially,negative
convince,negative
cornered,negative
corpse,negative
cover-up,negative
coward,negative
cowardly,negative
crap,negative
crappy,negative
crash,negative
crazily,negative
craziness,negative
crazinesses,negative
crazy,negative
created,negative
crestfallen,negative
cried,negative
cries,negative
crime,negative
criminal,negative
criminals,negative
crisis,negative
critic,negative
critical,negative
criticise,negative
criticised,negative
criticises,negative
criticising,negative
criticism,negative
criticizable,negative
criticize,negative
criticized,negative
criticizer,negative
criticizers,negative
criticizes,negative
criticizing,negative
critics,negative
crude,negative
crudely,negative
crudeness,negative
crudenesses,negative
cruder,negative
crudes,negative
crudest,negative
cruel,negative
crueler,negative
cruelest,negative
crueller,negative
cruellest,negative
cruelly,negative
cruelness,negative
cruelties,negative
cruelty,negative
crushed,negative
crushes,negative
crushing,negative
cry,negative
crying,negative
cunt,negative
cunts,negative
curse,negative
cut,negative
cutesie,negative
cuts,negative
cynic,negative
cynical,negative
cynically,negative
cynicism,negative
cynicisms,negative
damage,negative
damaged,negative
damager,negative
damagers,negative
damages,negative
damaging,negative
damagingly,negative
damn,negative
damnable,negative
damnableness,negative
damnably,negative
damnation,negative
damnations,negative
damnatory,negative
damned,negative
damnified,negative
damnifies,negative
damnify,negative
damnifying,negative
damning,negative
damningly,negative
damnit,negative
damns,negative
danger,negative
dangered,negative
dangering,negative
dangerous,negative
dangerously,negative
dangerousness,negative
dangers,negative
darkest,negative
darkness,negative
dead,negative
deadlock,negative
deafening,negative
dearies,negative
dearth,negative
death,negative
debt,negative
decay,negative
decayed,negative
decayer,negative
decayers,negative
decaying,negative
decays,negative
deceit,negative
deceitful,negative
deceive,negative
deceived,negative
deceives,negative
deceiving,negative
deception,negative
defeat,negative
defeated,negative
defeater,negative
defeating,negative
defeatism,negative
defeatist,negative
defeatists,negative
defeats,negative
defeature,negative
defeatures,negative
defect,negative
defected,negative
defecting,negative
defection,negative
defections,negative
defective,negative
defectively,negative
defectiveness,negative
defectives,negative
defector,negative
defectors,negative
defects,negative
defenseless,negative
defenselessly,negative
defenselessness,negative
defer,negative
deficit,negative
degradable,negative
degradation,negative
degradations,negative
degradative,negative
degrade,negative
degraded,negative
degrader,negative
degraders,negative
degrades,negative
degrading,negative
degradingly,negative
dehumanize,negative
dehumanized,negative
dehumanizes,negative
dehumanizing,negative
deject,negative
dejected,negative
dejecting,negative
dejects,negative
delay,negative
delicately,negative
demoralized,negative
denied,negative
denier,negative
deniers,negative
denies,negative
denounce,negative
denounces,negative
deny,negative
denying,negative
depress,negative
depressant,negative
depressants,negative
depressed,negative
depresses,negative
depressible,negative
depressing,negative
depressingly,negative
depression,negative
depressions,negative
depressive,negative
depressively,negative
depressives,negative
depressor,negative
depressors,negative
deprival,negative
deprivals,negative
deprivation,negative
deprivations,negative
deprive,negative
deprived,negative
depriver,negative
deprivers,negative
deprives,negative
depriving,negative
derail,negative
derailed,negative
derails,negative
deride,negative
derides,negative
deriding,negative
derision,negative
despair,negative
despaired,negative
despairer,negative
despairers,negative
despairing,negative
despairingly,negative
despairs,negative
desperate,negative
desperately,negative
desperateness,negative
desperation,negative
desperations,negative
despise,negative
despised,negative
despisement,negative
despisements,negative
despiser,negative
despisers,negative
despises,negative
despising,negative
despondent,negative
destroy,negative
destroyed,negative
destroyer,negative
destroyers,negative
destroying,negative
destroys,negative
destruct,negative
destructed,negative
destructibility,negative
destructible,negative
destructing,negative
destruction,negative
destructionist,negative
destructionists,negative
destructions,negative
destructive,negative
destructively,negative
destructiveness,negative
destructivity,negative
destructs,negative
detain,negative
detained,negative
detention,negative
determinacy,negative
devastate,negative
devastated,negative
devastates,negative
devastating,negative
devastatingly,negative
devastation,negative
devastations,negative
devastative,negative
devastator,negative
devastators,negative
devil,negative
deviled,negative
deviling,negative
devilish,negative
devilishly,negative
devilishness,negative
devilkin,negative
devilled,negative
devilling,negative
devilment,negative
devilments,negative
devilries,negative
devilry,negative
devils,negative
deviltries,negative
deviltry,negative
devilwoods,negative
dick,negative
dickhead,negative
die,negative
died,negative
difficult,negative
difficulties,negative
difficultly,negative
difficulty,negative
diffident,negative
dipshit,negative
dire,negative
direful,negative
dirt,negative
dirtier,negative
dirtiest,negative
dirty,negative
disabling,negative
disadvantage,negative
disadvantaged,negative
disadvantageous,negative
disadvantageously,negative
disadvantageousness,negative
disadvantages,negative
disagree,negative
disagreeable,negative
disagreeableness,negative
disagreeablenesses,negative
disagreeably,negative
disagreed,negative
disagreeing,negative
disagreement,negative
disagreements,negative
disagrees,negative
disappears,negative
disappoint,negative
disappointed,negative
disappointedly,negative
disappointing,negative
disappointingly,negative
disappointment,negative
disappointments,negative
disappoints,negative
disaster,negative
disasters,negative
disastrous,negative
disbelieve,negative
discard,negative
discarded,negative
discards,negative
discomfort,negative
discomfortable,negative
discomforted,negative
discomforting,negative
discomforts,negative
disconsolate,negative
disconsolation,negative
discontented,negative
discord,negative
discourage,negative
discourageable,negative
discouraged,negative
discouragement,negative
discouragements,negative
discourager,negative
discouragers,negative
discourages,negative
discouraging,negative
discouragingly,negative
discredited,negative
disdain,negative
disgrace,negative
disgraced,negative
disguise,negative
disguised,negative
disguises,negative
disguising,negative
disgust,negative
disgusted,negative
disgustedly,negative
disgustful,negative
disgusting,negative
disgustingly,negative
disgusts,negative
dishearten,negative
disheartened,negative
disheartening,negative
dishearteningly,negative
disheartenment,negative
disheartenments,negative
disheartens,negative
dishonest,negative
disillusion,negative
disillusioned,negative
disillusioning,negative
disillusionment,negative
disillusionments,negative
disillusions,negative
disinclined,negative
disjointed,negative
dislike,negative
disliked,negative
dislikes,negative
disliking,negative
dismal,negative
dismay,negative
dismayed,negative
dismaying,negative
dismayingly,negative
dismays,negative
disorder,negative
disorganized,negative
disoriented,negative
disparage,negative
disparaged,negative
disparages,negative
disparaging,negative
displeased,negative
dispute,negative
disputed,negative
disputes,negative
disputing,negative
disqualified,negative
disquiet,negative
disregard,negative
disregarded,negative
disregards,negative
disrespect,negative
disrespected,negative
disruption,negative
disruptions,negative
disruptive,negative
dissatisfaction,negative
dissatisfactions,negative
dissatisfactory,negative
dissatisfied,negative
dissatisfies,negative
dissatisfy,negative
dissatisfying,negative
distort,negative
distorted,negative
distorting,negative
distorts,negative
distract,negative
distractable,negative
distracted,negative
distractibility,negative
distractible,negative
distracting,negative
distractingly,negative
distraction,negative
distractions,negative
distractive,negative
distracts,negative
distraught,negative
distress,negative
distressed,negative
distresses,negative
distressful,negative
distressfully,negative
distressfulness,negative
distressing,negative
distressingly,negative
distrust,negative
distrusted,negative
distrustful,negative
distrustfully,negative
distrustfulness,negative
distrusting,negative
distrusts,negative
disturb,negative
disturbance,negative
disturbances,negative
disturbed,negative
disturber,negative
disturbers,negative
disturbing,negative
disturbingly,negative
disturbs,negative
dolorous,negative
dominating,negative
doom,negative
doomed,negative
doomful,negative
dooming,negative
dooms,negative
doomsayers,negative
doomsaying,negative
doomsayings,negative
doomsday,negative
doomsdayer,negative
doomsdays,negative
doomster,negative
doomsters,negative
doomy,negative
dork,negative
dorkier,negative
dorkiest,negative
dorky,negative
doubt,negative
doubtable,negative
doubted,negative
doubter,negative
doubters,negative
doubtful,negative
doubtfully,negative
doubtfulness,negative
doubting,negative
doubtingly,negative
doubts,negative
douche,negative
douchebag,negative
downcast,negative
downhearted,negative
downside,negative
drained,negative
dread,negative
dreaded,negative
dreadful,negative
dreadfully,negative
dreadfulness,negative
dreadfuls,negative
dreading,negative
dreads,negative
dream,negative
dreary,negative
drop,negative
drown,negative
drowned,negative
drowns,negative
drunk,negative
dubious,negative
dud,negative
dull,negative
dullard,negative
dullards,negative
dulled,negative
duller,negative
dullest,negative
dulling,negative
dullish,negative
dullness,negative
dullnesses,negative
dulls,negative
dullsville,negative
dully,negative
dumb,negative
dumbass,negative
dumbed,negative
dumber,negative
dumbest,negative
dumbfounded,negative
dumbfounder,negative
dumbfounders,negative
dumbhead,negative
dumbheads,negative
dumbly,negative
dumbness,negative
dumbs,negative
dumbstruck,negative
dump,negative
dumped,negative
dumper,negative
dumpier,negative
dumpiest,negative
dumpiness,negative
dumping,negative
dumpings,negative
dumpish,negative
dumps,negative
dumpsters,negative
dumpy,negative
dupe,negative
duped,negative
dynamiter,negative
dysfunction,negative
easing,negative
eerie,negative
effin,negative
egotism,negative
egotisms,negative
egotist,negative
egotistic,negative
egotistically,negative
egotists,negative
embarrass,negative
embarrassable,negative
embarrassed,negative
embarrassedly,negative
embarrasses,negative
embarrassing,negative
embarrassingly,negative
embarrassment,negative
embarrassments,negative
emergency,negative
emptiest,negative
emptily,negative
emptiness,negative
emptinesses,negative
endorsed,negative
enemies,negative
enemy,negative
engagers,negative
engages,negative
ennui,negative
enrage,negative
enraged,negative
enrages,negative
enraging,negative
enslave,negative
enslaved,negative
enslaves,negative
entertainers,negative
envied,negative
envier,negative
enviers,negative
envious,negative
envy,negative
envyingly,negative
erroneous,negative
error,negative
errors,negative
eviction,negative
evil,negative
evildoer,negative
evildoers,negative
evildoing,negative
evildoings,negative
eviler,negative
evilest,negative
eviller,negative
evillest,negative
evilly,negative
evilness,negative
evils,negative
exasperated,negative
excitableness,negative
excluded,negative
exclusion,negative
excruciate,negative
excruciated,negative
excruciates,negative
excruciating,negative
excruciatingly,negative
excruciation,negative
excruciations,negative
exhaust,negative
exhausted,negative
exhauster,negative
exhausters,negative
exhaustible,negative
exhausting,negative
exhaustion,negative
exhaustions,negative
exhaustiveness,negative
exhausts,negative
exonerating,negative
expel,negative
expelled,negative
expelling,negative
expels,negative
exploited,negative
exploiting,negative
exploits,negative
exposing,negative
fag,negative
faggot,negative
faggots,negative
fail,negative
failed,negative
failing,negative
failingly,negative
failings,negative
fails,negative
failure,negative
failures,negative
faithless,negative
faithlessness,negative
fake,negative
fakes,negative
faking,negative
fallen,negative
falsified,negative
falsify,negative
farce,negative
fascist,negative
fatal,negative
fatalisms,negative
fatalistic,negative
fatalists,negative
fatalities,negative
fatality,negative
fatally,negative
fatigue,negative
fatigued,negative
fatigues,negative
fatiguing,negative
fatiguingly,negative
fault,negative
faulted,negative
faultfinders,negative
faultfinding,negative
faultier,negative
faultiest,negative
faultily,negative
faultiness,negative
faulting,negative
faults,negative
faulty,negative
favors,negative
fear,negative
feared,negative
fearful,negative
fearfuller,negative
fearfullest,negative
fearfully,negative
fearfulness,negative
fearing,negative
fears,negative
fearsome,negative
fed up,negative
feeble,negative
felonies,negative
felony,negative
ferociously,negative
ferociousness,negative
ferocities,negative
feud,negative
feudalistic,negative
feuded,negative
feuding,negative
feudist,negative
feuds,negative
fiasco,negative
fidgety,negative
fiery,negative
fight,negative
fighting,negative
fightings,negative
fights,negative
fire,negative
fired,negative
firing,negative
flatteringly,negative
flawed,negative
flexibilities,negative
flop,negative
flops,negative
flu,negative
flunk,negative
flunked,negative
flunker,negative
flunkers,negative
flunkey,negative
flunkies,negative
flunking,negative
flunks,negative
flunky,negative
flustered,negative
foe,negative
foeman,negative
foes,negative
foetid,negative
foetor,negative
foetors,negative
fool,negative
fooled,negative
fooleries,negative
foolery,negative
foolhardier,negative
foolhardiest,negative
foolhardily,negative
foolhardiness,negative
foolhardy,negative
fooling,negative
foolish,negative
foolisher,negative
foolishest,negative
foolishly,negative
foolishness,negative
foolishnesses,negative
fools,negative
forbid,negative
forbiddance,negative
forbiddances,negative
forbidden,negative
forbidder,negative
forbidders,negative
forbidding,negative
forbiddingly,negative
forbids,negative
forced,negative
foreclosures,negative
forgetful,negative
fought,negative
foughten,negative
frantic,negative
frantically,negative
fraud,negative
frauds,negative
fraudster,negative
fraudsters,negative
fraudulence,negative
fraudulent,negative
freak,negative
freaked,negative
freakier,negative
freakiest,negative
freakiness,negative
freaking,negative
freakish,negative
freakishness,negative
freakout,negative
freakouts,negative
freaky,negative
freebooter,negative
freeholds,negative
freeload,negative
freeloaded,negative
freeloading,negative
freeloads,negative
freers,negative
freethinker,negative
freethinkers,negative
freewill,negative
freezingly,negative
frenzy,negative
friendless,negative
fright,negative
frighted,negative
frighten,negative
frightened,negative
frightening,negative
frighteningly,negative
frightens,negative
frightful,negative
frightfully,negative
frightfulness,negative
frighting,negative
frights,negative
frisky,negative
frowning,negative
frustrate,negative
frustrated,negative
frustrates,negative
frustrating,negative
frustratingly,negative
frustration,negative
frustrations,negative
fuck,negative
fucked,negative
fucker,negative
fuckers,negative
fuckface,negative
fuckhead,negative
fucks,negative
fucktard,negative
fud,negative
fuked,negative
fuking,negative
fulfills,negative
fume,negative
fumed,negative
fuming,negative
funeral,negative
funerals,negative
furious,negative
furiously,negative
fury,negative
futile,negative
gag,negative
gagged,negative
ghost,negative
gigglier,negative
giggly,negative
glamourless,negative
gloom,negative
gloomed,negative
gloomful,negative
gloomier,negative
gloomiest,negative
gloominess,negative
gloominesses,negative
glooming,negative
glum,negative
goddam,negative
goddammed,negative
goddamn,negative
goddamned,negative
goddamns,negative
goddams,negative
gossiped,negative
gossiper,negative
gossipers,negative
gossiping,negative
gossipmonger,negative
gossipmongers,negative
gossipped,negative
gossipping,negative
gossipry,negative
gossips,negative
gossipy,negative
gracioso,negative
granted,negative
grave,negative
graveless,negative
gravely,negative
graveness,negative
graver,negative
gravers,negative
graves,negative
gravesides,negative
gravest,negative
graveyard,negative
graveyards,negative
greed,negative
greedier,negative
greediest,negative
greedily,negative
greediness,negative
greeds,negative
greedy,negative
greenwash,negative
grief,negative
grievance,negative
grievances,negative
grievants,negative
grieve,negative
grieved,negative
griever,negative
grieves,negative
grieving,negative
grievous,negative
grievously,negative
grievousness,negative
grim,negative
grimace,negative
grimaced,negative
grimaces,negative
grimacing,negative
grime,negative
grimed,negative
grimes,negative
grimier,negative
griminess,negative
grimly,negative
grimmer,negative
grimy,negative
gross,negative
grossest,negative
grossness,negative
grouch,negative
grouchier,negative
grouchiest,negative
grouchily,negative
grouchiness,negative
grouching,negative
grouchy,negative
guarantee,negative
guilt,negative
guiltier,negative
guiltiest,negative
guiltily,negative
guiltiness,negative
guilts,negative
guilty,negative
gullibility,negative
gullible,negative
gun,negative
h8,negative
hacked,negative
hapless,negative
haplessness,negative
harass,negative
harassed,negative
harasser,negative
harassers,negative
harasses,negative
harassing,negative
harassment,negative
harassments,negative
hardship,negative
harm,negative
harmed,negative
harmfully,negative
harmfulness,negative
harming,negative
harmless,negative
harms,negative
harried,negative
harsh,negative
harsher,negative
harshest,negative
hate,negative
hated,negative
hateful,negative
hatefully,negative
hatefulness,negative
hater,negative
haters,negative
hates,negative
hating,negative
hatred,negative
haunt,negative
haunted,negative
haunting,negative
haunts,negative
havoc,negative
heartbreak,negative
heartbreaker,negative
heartbreakers,negative
heartbreaking,negative
heartbreakingly,negative
heartbreaks,negative
heartbroken,negative
heartless,negative
heartlessly,negative
heartlessness,negative
heavyhearted,negative
hell,negative
hellish,negative
helpless,negative
helplessly,negative
helplessness,negative
helplessnesses,negative
heroicomic,negative
heroin,negative
heroinism,negative
hesitancies,negative
hesitant,negative
hesitantly,negative
hesitate,negative
hesitated,negative
hesitater,negative
hesitaters,negative
hesitates,negative
hesitating,negative
hesitatingly,negative
hesitation,negative
hesitations,negative
hiding,negative
hindrance,negative
hoax,negative
homesickness,negative
homesicknesses,negative
honorariums,negative
hooligan,negative
hooliganism,negative
hooligans,negative
hopeless,negative
hopelessly,negative
hopelessness,negative
horrendous,negative
horrendously,negative
horrible,negative
horribleness,negative
horribles,negative
horribly,negative
horrid,negative
horridly,negative
horridness,negative
horridnesses,negative
horrific,negative
horrifically,negative
horrified,negative
horrifies,negative
horrify,negative
horrifying,negative
horrifyingly,negative
horror,negative
horrors,negative
hostile,negative
hostilely,negative
hostiles,negative
hostilities,negative
hostility,negative
humiliate,negative
humiliated,negative
humiliates,negative
humiliating,negative
humiliatingly,negative
humiliation,negative
humiliations,negative
humorless,negative
humorlessness,negative
hunger,negative
hurt,negative
hurter,negative
hurters,negative
hurtful,negative
hurtfully,negative
hurtfulness,negative
hurting,negative
hurtles,negative
hurtling,negative
hurts,negative
hypocritical,negative
hysteria,negative
hysterics,negative
idealess,negative
idealless,negative
idiot,negative
idiotic,negative
ignorable,negative
ignorami,negative
ignoramus,negative
ignoramuses,negative
ignorance,negative
ignorances,negative
ignorant,negative
ignorantly,negative
ignorantness,negative
ignore,negative
ignored,negative
ignorer,negative
ignores,negative
ignoring,negative
ill,negative
illegal,negative
illiteracy,negative
illness,negative
illnesses,negative
imbecile,negative
immobilized,negative
immoral,negative
immoralism,negative
immoralist,negative
immoralists,negative
immoralities,negative
immorally,negative
immortal,negative
impatience,negative
impatient,negative
impatiently,negative
imperfect,negative
impersonal,negative
impolite,negative
impolitely,negative
impoliteness,negative
impolitenesses,negative
impose,negative
impotent,negative
impressionist,negative
imprisoned,negative
inability,negative
inaction,negative
inadequacies,negative
inadequacy,negative
inadequate,negative
inadequately,negative
inadequateness,negative
inadequatenesses,negative
incapable,negative
incapacitated,negative
incensed,negative
incompetence,negative
incompetent,negative
inconsiderate,negative
inconvenience,negative
inconvenient,negative
indecisions,negative
indecisive,negative
indecisiveness,negative
indignant,negative
indignation,negative
indoctrinate,negative
ineffectively,negative
ineffectiveness,negative
ineffectual,negative
ineffectuality,negative
ineffectually,negative
ineffectualness,negative
infected,negative
inferior,negative
inferiorities,negative
inferiority,negative
inferiorly,negative
inflamed,negative
infringement,negative
infuriate,negative
infuriated,negative
infuriates,negative
infuriating,negative
inhibit,negative
inhibition,negative
inhibitive,negative
inhibitors,negative
inhibitory,negative
injured,negative
injury,negative
injustice,negative
inquisition,negative
insane,negative
insanity,negative
insecure,negative
insecurely,negative
insecureness,negative
insecurities,negative
insecurity,negative
insensitivity,negative
insignificant,negative
insincere,negative
insincerely,negative
insincerity,negative
insipid,negative
insult,negative
insulted,negative
insulter,negative
insulters,negative
insulting,negative
insultingly,negative
insults,negative
interests,negative
interrogated,negative
interrupt,negative
interrupted,negative
interrupter,negative
interrupters,negative
interruptible,negative
interrupting,negative
interruption,negative
interruptions,negative
interruptive,negative
interruptor,negative
interrupts,negative
intimidated,negative
intimidates,negative
intimidating,negative
intimidatingly,negative
intimidation,negative
intimidations,negative
intimidator,negative
intimidators,negative
intimidatory,negative
irate,negative
irrational,negative
irrationalism,negative
irrationalist,negative
irrationalists,negative
irrationalities,negative
irrationality,negative
irrationally,negative
irrationals,negative
irresolute,negative
irresponsible,negative
irritabilities,negative
irritability,negative
irritable,negative
irritableness,negative
irritably,negative
irritant,negative
irritants,negative
irritate,negative
irritated,negative
irritates,negative
irritating,negative
irritatingly,negative
irritation,negative
irritations,negative
irritative,negative
isolated,negative
isolates,negative
isolation,negative
itchy,negative
jackass,negative
jackasses,negative
jaded,negative
jailed,negative
jealous,negative
jealousies,negative
jealously,negative
jealousness,negative
jealousy,negative
jeopardy,negative
jerk,negative
jerks,negative
jokes,negative
joyless,negative
joylessly,negative
joylessness,negative
joyrode,negative
jumpy,negative
justifiably,negative
keenly,negative
kill,negative
killdeer,negative
killed,negative
killer,negative
killers,negative
killing,negative
killingly,negative
killings,negative
killjoy,negative
killjoys,negative
kills,negative
lack,negative
lackadaisical,negative
lag,negative
lagged,negative
lagging,negative
lags,negative
lame,negative
lamebrain,negative
lamebrained,negative
lamebrains,negative
lamely,negative
lament,negative
lamentable,negative
lamentableness,negative
lamentably,negative
lamentation,negative
lamentations,negative
lamented,negative
lamenter,negative
lamenting,negative
laments,negative
lamer,negative
lames,negative
